date,Total solar irradiance (W/m2),Direct normal irradiance (W/m2),Global horizontal irradiance (W/m2),Air temperature  (°C) ,Atmosphere (hpa),Relative humidity (%),Power (MW)
2020/8/15 19:45,57,0,21,28.5,904.6,4.6,1.06
2020/8/15 20:00,17,2,13,28.2,904.5,5.2,0.62
2020/8/15 20:15,10,1,6,27.7,904.8,6.4,0.15
2020/8/15 20:30,0,1,0,27.4,905,6.8,0
2020/8/15 20:45,0,0,0,27.1,905,7.4,0
2020/8/15 21:00,0,1,0,26.6,905.3,8.1,0
2020/8/15 21:15,0,0,0,26.5,905.4,8.3,0
2020/8/15 21:30,0,0,0,26.4,905.8,9.1,0
2020/8/15 21:45,0,1,0,25.7,906,10.5,0
2020/8/15 22:00,0,0,0,25.7,906.1,12.5,0
2020/8/15 22:15,0,1,0,25.5,906.2,12.2,0
2020/8/15 22:30,0,0,0,25.3,906.2,12.6,0
2020/8/15 22:45,0,1,0,24.2,906.2,12.1,0
2020/8/15 23:00,0,0,0,23.7,906.3,12.4,0
2020/8/15 23:15,0,0,0,23.6,906.4,12.7,0
2020/8/15 23:30,0,1,0,23,906.4,13.6,0
2020/8/15 23:45,0,0,0,23.1,906.4,13.9,0
2020/8/16 0:00,0,0,0,22.9,906.5,14.2,0
2020/8/16 0:15,0,0,0,22.4,906.7,14.8,0
2020/8/16 0:30,0,1,0,22.2,906.7,15.1,0
2020/8/16 0:45,0,1,0,22,906.7,15.3,0
2020/8/16 1:00,0,0,0,21.7,906.8,16.2,0
2020/8/16 1:15,0,1,0,21.5,906.6,16.5,0
2020/8/16 1:30,0,1,0,21,906.7,17.3,0
2020/8/16 1:45,0,0,0,20.9,906.6,18,0
2020/8/16 2:00,0,0,0,20.6,906.8,18.3,0
2020/8/16 2:15,0,0,0,20.5,906.6,19,0
2020/8/16 2:30,0,0,0,21,906.6,17.4,0
2020/8/16 2:45,0,1,0,20.3,906.5,18.7,0
2020/8/16 3:00,0,0,0,19.8,906.6,19,0
2020/8/16 3:15,0,0,0,19.6,906.6,19.1,0
2020/8/16 3:30,0,0,0,19.3,906.5,19.2,0
2020/8/16 3:45,0,0,0,19.2,906.5,18.3,0
2020/8/16 4:00,0,0,0,19.3,906.4,18.3,0
2020/8/16 4:15,0,1,0,19,906.5,18.6,0
2020/8/16 4:30,0,0,0,18.8,906.5,19.4,0
2020/8/16 4:45,0,1,0,18.7,906.6,20,0
2020/8/16 5:00,0,0,0,18.8,906.6,20.4,0
2020/8/16 5:15,0,0,0,18.6,906.5,20.7,0
2020/8/16 5:30,0,0,0,18.4,906.6,21.2,0
2020/8/16 5:45,0,0,0,18.2,906.7,21.8,0
2020/8/16 6:00,0,0,0,18,906.9,22.2,0
2020/8/16 6:15,0,1,0,17.7,906.9,22.8,0
2020/8/16 6:30,0,0,0,17.6,907,23.2,0
2020/8/16 6:45,7,5,5,17,907,23.5,0
2020/8/16 7:00,33,195,13,17,907.2,24,0.07
2020/8/16 7:15,57,290,20,17.3,907.2,23.8,0.41
2020/8/16 7:30,77,358,25,17.8,907.3,23.3,0.71
2020/8/16 7:45,89,420,30,18.6,907.4,22,1.16
2020/8/16 8:00,137,474,34,19.4,907.2,20.5,2.43
2020/8/16 8:15,202,515,37,20.3,907.2,18.6,4.58
2020/8/16 8:30,259,550,41,21.3,907.2,16.9,7.47
2020/8/16 8:45,321,584,44,22.2,907.5,15.3,10.56
2020/8/16 9:00,400,607,46,23.2,907.3,14.3,13.6
2020/8/16 9:15,482,651,48,23.6,907.5,13.5,16.61
2020/8/16 9:30,562,676,50,24.3,907.5,12.1,19.52
2020/8/16 9:45,625,696,52,24.9,907.4,10.9,22.27
2020/8/16 10:00,678,708,56,25.4,907.2,9.8,24.72
2020/8/16 10:15,718,722,58,26.5,907.2,8,26.97
2020/8/16 10:30,749,735,61,26.7,907.3,6.6,29.06
2020/8/16 10:45,785,741,60,27.5,907.5,5.4,31.01
2020/8/16 11:00,829,742,64,27.9,907.5,5.3,32.68
2020/8/16 11:15,873,751,64,27.7,907.4,5.9,34.19
2020/8/16 11:30,909,748,66,28.8,907.4,5.4,35.72
2020/8/16 11:45,593,186,266,28.4,907.3,4.8,36.18
2020/8/16 12:00,965,648,218,29,907.3,4.2,22.43
2020/8/16 12:15,973,512,136,29.4,907.1,4,23.7
2020/8/16 12:30,1001,527,120,29.2,907,4.2,37.62
2020/8/16 12:45,1072,664,140,28.5,906.7,5.2,37.16
2020/8/16 13:00,410,71,148,29.1,906.6,4.7,39.04
2020/8/16 13:15,1165,632,161,29.4,906.2,4,27.83
2020/8/16 13:30,1124,355,119,30.2,906.1,3.1,25.44
2020/8/16 13:45,1086,325,122,30.2,906.3,2.6,34.82
2020/8/16 14:00,430,73,150,29.7,906.1,3.2,25.69
2020/8/16 14:15,1143,319,154,30.7,905.8,2.5,24.43
2020/8/16 14:30,1157,292,186,30.2,905.7,3,17.02
2020/8/16 14:45,1085,274,110,30.4,905.5,3.1,16.52
2020/8/16 15:00,1037,246,85,30.8,905.5,2.8,23.31
2020/8/16 15:15,1019,218,76,30.7,905.1,2.5,23.9
2020/8/16 15:30,993,214,73,30.6,905,2.5,23.57
2020/8/16 15:45,936,175,66,31.3,904.7,2.3,22.64
2020/8/16 16:00,880,160,65,30.7,904.8,2.3,23.23
2020/8/16 16:15,816,132,64,31.4,904.4,1.7,22.74
2020/8/16 16:30,758,93,64,31,904.1,2.3,23.33
2020/8/16 16:45,726,81,68,30.8,904.1,2.2,24.84
2020/8/16 17:00,693,65,101,31.3,903.8,1.9,25.71
2020/8/16 17:15,648,47,108,31.1,903.9,2,25.32
2020/8/16 17:30,147,10,83,30.8,903.9,2.2,22
2020/8/16 17:45,186,6,105,30.5,903.5,3,9
2020/8/16 18:00,168,2,129,30.2,903.9,3.2,6.9
2020/8/16 18:15,229,14,137,30.3,903.8,3.1,6.8
2020/8/16 18:30,298,2,135,30.5,903.8,3.1,9.45
2020/8/16 18:45,179,1,77,30.3,903.7,3.7,10.55
2020/8/16 19:00,107,2,51,29.8,903.9,4.1,4.6
2020/8/16 19:15,83,0,42,29.8,904.1,4.1,2.41
2020/8/16 19:30,52,1,47,29.7,904.3,4.1,2.55
2020/8/16 19:45,72,0,40,29.8,904.2,4.5,1.87
2020/8/16 20:00,43,1,31,29.8,904.4,4.9,1.63
2020/8/16 20:15,7,2,5,29.4,904.5,4.8,0.82
2020/8/16 20:30,0,1,0,29.1,904.5,4.7,0.01
2020/8/16 20:45,0,1,0,28.5,904.6,5.2,0
2020/8/16 21:00,0,1,0,28,904.9,5.2,0
2020/8/16 21:15,0,0,0,28.3,905,5.3,0
2020/8/16 21:30,0,0,0,28.2,904.9,6.1,0
2020/8/16 21:45,0,1,0,28,905,6.4,0
2020/8/16 22:00,0,1,0,27.8,905.1,6.2,0
2020/8/16 22:15,0,1,0,27.3,905.1,7.5,0
2020/8/16 22:30,0,0,0,27,905.3,7.8,0
2020/8/16 22:45,0,1,0,26.7,905.1,7.7,0
2020/8/16 23:00,0,0,0,27.3,905,7.5,0
2020/8/16 23:15,0,0,0,26.4,905,8.6,0
2020/8/16 23:30,0,1,0,27,904.9,7.5,0
2020/8/16 23:45,0,2,0,24.8,905,8.5,0
2020/8/17 0:00,0,0,0,24.6,905,10.2,0
2020/8/17 0:15,0,0,0,24.5,904.9,10.1,0
2020/8/17 0:30,0,0,0,23.8,904.9,11.3,0
2020/8/17 0:45,0,1,0,23.8,905.1,10.8,0
2020/8/17 1:00,0,0,0,23.5,905.1,10.9,0
2020/8/17 1:15,0,0,0,23.3,905.3,11.4,0
2020/8/17 1:30,0,0,0,23.4,905.2,10.8,0
2020/8/17 1:45,0,0,0,22.8,905.1,11.3,0
2020/8/17 2:00,0,0,0,22.9,905,11.8,0
2020/8/17 2:15,0,1,0,22.6,905,11.9,0
2020/8/17 2:30,0,0,0,22.1,905,12.8,0
2020/8/17 2:45,0,0,0,22.4,904.9,12.4,0
2020/8/17 3:00,0,0,0,22.2,904.7,13.1,0
2020/8/17 3:15,0,1,0,21.6,904.9,13.8,0
2020/8/17 3:30,0,0,0,21.5,904.8,13.6,0
2020/8/17 3:45,0,2,0,20.7,904.9,14.3,0
2020/8/17 4:00,0,1,0,20.6,905.2,15.2,0
2020/8/17 4:15,0,0,0,21.3,905.2,14.7,0
2020/8/17 4:30,0,0,0,21.7,905.2,14.3,0
2020/8/17 4:45,0,0,0,21.7,905.2,16.4,0
2020/8/17 5:00,0,0,0,21.4,905.2,17.6,0
2020/8/17 5:15,0,1,0,21.2,905.3,19.8,0
2020/8/17 5:30,0,1,0,21.3,905.2,19.9,0
2020/8/17 5:45,0,0,0,21,905.3,21.5,0
2020/8/17 6:00,0,0,0,21.1,905.3,21.7,0
2020/8/17 6:15,0,1,0,21.1,905.3,21.6,0
2020/8/17 6:30,0,1,0,20.8,905.3,22.4,0
2020/8/17 6:45,6,2,5,20.6,905.5,23.1,0
2020/8/17 7:00,27,76,16,20.8,905.4,23.1,0.07
2020/8/17 7:15,51,164,25,20.9,905.6,23.2,0.45
2020/8/17 7:30,76,251,33,21.4,905.7,22,0.87
2020/8/17 7:45,93,322,40,21.6,905.8,21.7,1.37
2020/8/17 8:00,141,378,46,22.4,905.9,20.1,2.66
2020/8/17 8:15,201,424,51,23,906,18.7,4.65
2020/8/17 8:30,254,461,54,23.8,906,17.2,7.31
2020/8/17 8:45,318,500,57,24.8,906,16.6,10.23
2020/8/17 9:00,396,531,59,25.6,906.2,13.8,13.22
2020/8/17 9:15,478,567,62,26,906.1,12.5,16.15
2020/8/17 9:30,553,597,62,26.5,906.1,9.3,18.94
2020/8/17 9:45,616,621,62,27.2,906.2,9.1,21.6
2020/8/17 10:00,671,645,62,27.9,906.1,7.4,24.14
2020/8/17 10:15,714,663,63,28.3,906.3,6.7,26.51
2020/8/17 10:30,746,674,64,29,906.2,6.5,28.66
2020/8/17 10:45,785,684,64,29.6,906.3,5.2,30.61
2020/8/17 11:00,832,691,65,29.4,906.2,4.6,32.43
2020/8/17 11:15,879,695,68,29.3,906.3,5.1,34.08
2020/8/17 11:30,912,695,65,29.9,906.1,4.4,35.37
2020/8/17 11:45,930,682,65,30.1,906.2,3.4,36.48
2020/8/17 12:00,940,685,66,30.5,906.1,1.9,37.75
2020/8/17 12:15,960,435,69,30.3,905.8,1.9,38.66
2020/8/17 12:30,980,425,70,30.9,905.8,1.3,39.61
2020/8/17 12:45,1001,386,70,31.2,905.6,1.8,39.94
2020/8/17 13:00,1019,372,67,31.3,905.5,1.4,40.7
2020/8/17 13:15,1041,352,73,30.8,905.2,0.6,41.13
2020/8/17 13:30,1044,256,70,31.8,905.3,0,41.57
2020/8/17 13:45,1052,234,69,31.4,905.2,0.5,41.56
2020/8/17 14:00,1046,230,70,31.8,904.9,6553.2,41.73
2020/8/17 14:15,1054,230,70,32.3,904.7,6553.3,39.69
2020/8/17 14:30,1049,203,68,32.8,904.8,6552,40.26
2020/8/17 14:45,1046,195,71,32.3,904.7,6551.7,40.55
2020/8/17 15:00,1029,169,68,32.5,904.1,6552.2,40.18
2020/8/17 15:15,1017,148,65,32.6,904.2,6552.8,38.84
2020/8/17 15:30,991,142,63,32.5,904.1,6549.8,37.87
2020/8/17 15:45,933,118,57,33.1,904.2,6549.7,36.84
2020/8/17 16:00,882,105,59,32.7,903.8,6550.5,35.67
2020/8/17 16:15,805,84,57,32.6,904,6551.4,33.86
2020/8/17 16:30,753,60,56,32.3,904,6551.9,31.77
2020/8/17 16:45,712,46,52,33,903.6,6552.1,30.11
2020/8/17 17:00,673,41,52,33.4,903.7,6550.7,28.3
2020/8/17 17:15,636,29,51,32.7,903.4,6550.6,25.99
2020/8/17 17:30,574,27,49,33,903.6,6551,23.55
2020/8/17 17:45,504,27,46,32.3,903.4,6550.5,21.06
2020/8/17 18:00,424,20,44,33,903.3,6551.2,18.37
2020/8/17 18:15,344,19,42,32.4,903.5,6550.5,15.48
2020/8/17 18:30,275,2,41,32.4,903.5,6550.7,12.49
2020/8/17 18:45,211,1,37,32.2,903.7,6551,9.47
2020/8/17 19:00,158,0,34,31.9,903.7,6551,6.63
2020/8/17 19:15,96,0,29,32,903.6,6550.6,4.06
2020/8/17 19:30,77,2,25,31.4,904,6550.2,2.07
2020/8/17 19:45,55,0,19,31.5,904.1,6551,0.96
2020/8/17 20:00,30,2,11,31.2,904.2,6550.6,0.51
2020/8/17 20:15,9,1,4,30.7,904.3,6551,0.16
2020/8/17 20:30,0,2,0,30.3,904.5,6551.3,0
2020/8/17 20:45,0,1,0,29.8,904.7,6551.7,0
2020/8/17 21:00,0,1,0,29.6,904.6,6552,0
2020/8/17 21:15,0,0,0,29.5,904.7,6552.6,0
2020/8/17 21:30,0,1,0,29.2,905,6553,0
2020/8/17 21:45,0,0,0,29.3,905,6553,0
2020/8/17 22:00,0,1,0,29,905.1,6553,0
2020/8/17 22:15,0,1,0,28.2,905.3,6553,0
2020/8/17 22:30,0,1,0,27.8,905.2,0,0
2020/8/17 22:45,0,0,0,27.7,905.3,0.4,0
2020/8/17 23:00,0,1,0,27.4,905.2,0.3,0
2020/8/17 23:15,0,0,0,26.7,905.1,0.7,0
2020/8/17 23:30,0,0,0,26.9,905.2,1.1,0
2020/8/17 23:45,0,0,0,26.4,905,1.3,0
2020/8/18 0:00,0,1,0,25.5,905.2,1.4,0
2020/8/18 0:15,0,0,0,25.5,905,1.7,0
2020/8/18 0:30,0,0,0,25.3,905.1,2,0
2020/8/18 0:45,0,1,0,24.7,905.1,2.6,0
2020/8/18 1:00,0,1,0,23.6,905,3.1,0
2020/8/18 1:15,0,0,0,23.6,905.3,3.2,0
2020/8/18 1:30,0,0,0,24.9,905.3,2.1,0
2020/8/18 1:45,0,0,0,25.1,905.3,2.5,0
2020/8/18 2:00,0,3,0,23.9,905.2,2.7,0
2020/8/18 2:15,0,0,0,23.5,905,3.3,0
2020/8/18 2:30,0,1,0,23.3,904.9,3.6,0
2020/8/18 2:45,0,1,0,22.7,904.8,3.8,0
2020/8/18 3:00,0,0,0,23.3,904.6,3.8,0
2020/8/18 3:15,0,0,0,22.8,904.6,4.4,0
2020/8/18 3:30,0,0,0,22.9,904.7,4.3,0
2020/8/18 3:45,0,1,0,22.6,904.4,4.4,0
2020/8/18 4:00,0,0,0,22.2,904.4,4.7,0
2020/8/18 4:15,0,1,0,21.6,904.4,5.4,0
2020/8/18 4:30,0,0,0,21.2,904.4,6,0
2020/8/18 4:45,0,1,0,20.8,904.5,6.6,0
2020/8/18 5:00,0,1,0,20.3,904.4,7.3,0
2020/8/18 5:15,0,0,0,20.9,904.3,6.6,0
2020/8/18 5:30,0,0,0,20.8,904.1,6.6,0
2020/8/18 5:45,0,0,0,21,904.1,6.3,0
2020/8/18 6:00,0,1,0,20.3,904,7.3,0
2020/8/18 6:15,0,0,0,20.2,904.1,7.3,0
2020/8/18 6:30,0,0,0,20.3,904.3,7.6,0
2020/8/18 6:45,9,32,5,20.3,904.4,7.5,0
2020/8/18 7:00,32,161,13,20.4,904.6,8.2,0.05
2020/8/18 7:15,56,247,20,19.7,904.7,9.8,0.38
2020/8/18 7:30,77,317,26,20.4,904.8,11.1,0.7
2020/8/18 7:45,91,374,30,20.4,904.9,11.7,1.16
2020/8/18 8:00,142,424,34,21.4,905.3,11.4,2.45
2020/8/18 8:15,203,464,37,22.2,905.3,9.7,4.61
2020/8/18 8:30,256,494,39,22.6,905.4,8.5,7.48
2020/8/18 8:45,319,524,41,23.8,905.5,7.5,10.52
2020/8/18 9:00,399,551,42,25.3,905.4,5.6,13.54
2020/8/18 9:15,483,581,44,26.2,905.5,4.8,16.49
2020/8/18 9:30,564,601,46,27.2,905.4,3.3,19.29
2020/8/18 9:45,630,619,48,27.9,905.5,3.6,21.93
2020/8/18 10:00,685,632,51,28.5,905.4,3.1,24.36
2020/8/18 10:15,726,643,51,29.3,905.2,2.4,26.59
2020/8/18 10:30,755,648,50,31,905.1,1.3,28.6
2020/8/18 10:45,799,653,53,30.8,905.1,0.9,30.56
2020/8/18 11:00,849,657,56,31.3,904.9,6553.3,32.4
2020/8/18 11:15,891,651,57,31.7,904.8,6551.8,34.04
2020/8/18 11:30,928,381,59,31.8,904.9,6552.5,35.51
2020/8/18 11:45,936,322,56,32.9,904.5,6551.6,36.88
2020/8/18 12:00,952,308,60,31.9,904.5,6550.9,37.61
2020/8/18 12:15,963,312,60,32.7,904.4,6551.1,38.36
2020/8/18 12:30,977,314,60,33.5,904.2,6550.3,39.05
2020/8/18 12:45,1002,279,63,33,904,6549.6,39.58
2020/8/18 13:00,1020,266,64,33.4,903.8,6550,39.89
2020/8/18 13:15,1029,189,64,33.2,903.6,6550.2,40.11
2020/8/18 13:30,1030,169,62,34.5,903.5,6549.8,40.06
2020/8/18 13:45,1043,161,66,33.4,903.3,6549.4,40.35
2020/8/18 14:00,1046,148,64,34.4,903,6550.6,40.28
2020/8/18 14:15,1049,148,63,34.1,903.1,6549.8,39.98
2020/8/18 14:30,1049,135,66,34.1,903,6549.8,39.82
2020/8/18 14:45,1039,124,64,33.9,902.8,6550.6,39.37
2020/8/18 15:00,1021,109,58,34.4,902.7,6550.5,38.82
2020/8/18 15:15,997,89,55,35,902.6,6550.3,37.52
2020/8/18 15:30,982,88,57,34.7,902.3,6549.9,36.71
2020/8/18 15:45,934,72,53,34.9,902.1,6550.1,35.69
2020/8/18 16:00,883,66,57,34,901.7,6549.7,34.37
2020/8/18 16:15,807,47,50,35.3,901.6,6549.7,32.8
2020/8/18 16:30,750,37,50,34.8,901.4,6549.4,31.42
2020/8/18 16:45,708,23,47,35,901.1,6549.4,29.37
2020/8/18 17:00,672,22,45,35.1,901.1,6549,27.26
2020/8/18 17:15,629,18,43,35.1,901,6549.4,25.21
2020/8/18 17:30,573,19,44,34.9,900.8,6549.4,22.96
2020/8/18 17:45,503,17,43,34.8,900.6,6549.2,20.59
2020/8/18 18:00,419,14,39,34.9,900.5,6549.3,17.93
2020/8/18 18:15,339,14,36,34.7,900.4,6549,15.05
2020/8/18 18:30,267,1,33,35.2,900.3,6549.3,12.14
2020/8/18 18:45,201,1,31,34.6,900.4,6548.9,9.22
2020/8/18 19:00,144,0,26,35.6,900.3,6549.3,6.4
2020/8/18 19:15,87,0,24,34.6,900.3,6549,3.9
2020/8/18 19:30,71,0,21,34.1,900.3,6549.4,1.98
2020/8/18 19:45,50,0,15,34,900.4,6549.5,0.9
2020/8/18 20:00,25,1,8,33.9,900.4,6549.7,0.45
2020/8/18 20:15,1,2,1,33.1,900.3,6549.6,0.1
2020/8/18 20:30,0,1,0,32.5,900.5,6550.2,0
2020/8/18 20:45,0,1,0,32.3,900.5,6550.6,0
2020/8/18 21:00,0,0,0,32,900.6,6550.5,0
2020/8/18 21:15,0,2,0,31.7,900.7,6550.8,0
2020/8/18 21:30,0,1,0,31.2,901,6551.6,0
2020/8/18 21:45,0,0,0,31.1,901,6551.6,0
2020/8/18 22:00,0,1,0,30.9,901.3,6551.6,0
2020/8/18 22:15,0,0,0,31,901.4,6551.6,0
2020/8/18 22:30,0,0,0,31,901.4,6551.9,0
2020/8/18 22:45,0,1,0,29.9,901.3,6552.1,0
2020/8/18 23:00,0,1,0,28.7,901.4,6550.9,0
2020/8/18 23:15,0,1,0,28.4,901.5,0.1,0
2020/8/18 23:30,0,0,0,28.1,901.4,1.9,0
2020/8/18 23:45,0,0,0,28.3,901.4,0.8,0
2020/8/19 0:00,0,0,0,27.9,901.5,0.1,0
2020/8/19 0:15,0,1,0,27.7,901.3,6553.5,0
2020/8/19 0:30,0,0,0,28.4,901.4,6553.3,0
2020/8/19 0:45,0,1,0,28,901.4,6552.3,0
2020/8/19 1:00,0,0,0,27.6,901.3,6552.9,0
2020/8/19 1:15,0,1,0,27,901.3,6553.4,0
2020/8/19 1:30,0,0,0,27.2,901.4,6553.3,0
2020/8/19 1:45,0,1,0,26.4,901.1,0.1,0
2020/8/19 2:00,0,1,0,26.1,901.1,0.2,0
2020/8/19 2:15,0,0,0,25.9,900.9,0.7,0
2020/8/19 2:30,0,1,0,25.5,900.7,1.2,0
2020/8/19 2:45,0,0,0,25.4,900.5,1,0
2020/8/19 3:00,0,2,0,25,900.5,1.1,0
2020/8/19 3:15,0,0,0,25.2,900.3,1.5,0
2020/8/19 3:30,0,2,0,24.3,900.3,1.9,0
2020/8/19 3:45,0,0,0,24.4,900.5,2,0
2020/8/19 4:00,0,0,0,24.7,900.5,2.2,0
2020/8/19 4:15,0,0,0,24.7,900.5,2.4,0
2020/8/19 4:30,0,3,0,23.4,900.3,2.7,0
2020/8/19 4:45,0,2,0,21.1,900.5,4.1,0
2020/8/19 5:00,0,1,0,20.8,900.6,4.9,0
2020/8/19 5:15,0,0,0,21.6,900.5,5,0
2020/8/19 5:30,0,0,0,21.5,900.5,5.3,0
2020/8/19 5:45,0,0,0,21.9,900.7,4.2,0
2020/8/19 6:00,0,0,0,22.7,900.6,4,0
2020/8/19 6:15,0,0,0,21.7,900.7,4.5,0
2020/8/19 6:30,0,0,0,22.6,900.8,3.3,0
2020/8/19 6:45,6,11,5,22,900.7,4.1,0
2020/8/19 7:00,29,120,14,21.6,900.9,4.7,0.06
2020/8/19 7:15,56,208,22,22.3,901,4.8,0.41
2020/8/19 7:30,80,273,30,22.7,901,5.1,0.81
2020/8/19 7:45,100,321,40,23,901.2,4.1,1.33
2020/8/19 8:00,147,332,50,24.2,901.4,2.9,2.85
2020/8/19 8:15,188,305,59,24.9,901.5,2.3,4.38
2020/8/19 8:30,241,330,67,25.7,901.7,1.7,6.26
2020/8/19 8:45,355,455,79,26.2,901.8,1.1,10.51
2020/8/19 9:00,439,455,95,26.9,902,0.2,14.75
2020/8/19 9:15,323,205,110,27.9,902.1,6553.5,17.19
2020/8/19 9:30,457,280,146,28.7,902.4,6552.7,16.49
2020/8/19 9:45,505,265,180,29.6,902.4,6553,18.92
2020/8/19 10:00,377,98,201,29.9,902.6,6552.5,18.45
2020/8/19 10:15,411,136,194,30.3,902.6,6552.5,17.81
2020/8/19 10:30,705,393,162,32.2,902.6,6552.7,17.63
2020/8/19 10:45,766,433,152,32.8,902.8,6551.3,27.26
2020/8/19 11:00,882,499,150,33.2,902.9,6550.3,30.76
2020/8/19 11:15,937,501,158,34.2,902.6,6549.9,32.7
2020/8/19 11:30,752,246,171,33.9,902.7,6550.4,30.49
2020/8/19 11:45,814,152,186,34,902.4,6550.5,31.11
2020/8/19 12:00,839,148,182,35,902.2,6550.6,33.25
2020/8/19 12:15,895,161,182,35.2,902,6549.8,36.6
2020/8/19 12:30,1007,173,206,35.7,901.6,6550,34.83
2020/8/19 12:45,826,583,185,36.2,901.5,6549.6,31.82
2020/8/19 13:00,1074,840,146,36.6,901.3,6548.6,28.34
2020/8/19 13:15,1045,601,114,36.9,901,6547.7,26.66
2020/8/19 13:30,1050,578,107,37,900.8,6547.7,25.89
2020/8/19 13:45,1052,590,104,37.5,900.7,6547.3,24.33
2020/8/19 14:00,1054,596,100,37.7,900.4,6547.3,23.37
2020/8/19 14:15,1071,601,109,37.4,900.3,6546.5,22.85
2020/8/19 14:30,1071,592,126,37.7,900.1,6546.6,22.2
2020/8/19 14:45,1014,547,137,37.2,900,6547.1,20.42
2020/8/19 15:00,889,455,138,37.9,899.6,6548,19.65
2020/8/19 15:15,997,519,150,38.1,899.8,6548.4,19.24
2020/8/19 15:30,965,518,141,37.5,899.3,6548.9,18.94
2020/8/19 15:45,863,397,168,37.7,899.4,6549.2,19.1
2020/8/19 16:00,660,255,168,37.1,898.9,6549.1,18.11
2020/8/19 16:15,800,355,158,37.8,899.2,6549.3,18.66
2020/8/19 16:30,736,286,153,37.5,899,6549.2,18.57
2020/8/19 16:45,682,264,153,37.3,898.9,6549.6,18.56
2020/8/19 17:00,626,210,149,37,898.7,6550,18.52
2020/8/19 17:15,599,197,148,36.9,899.1,6550.4,18.49
2020/8/19 17:30,302,77,115,36,898.8,6551,16.08
2020/8/19 17:45,216,21,130,35.6,899.2,6551.5,10.85
2020/8/19 18:00,235,29,143,35.4,898.9,6552.4,8.13
2020/8/19 18:15,189,2,160,35.5,899.2,6552.2,8.03
2020/8/19 18:30,352,1,169,35.9,898.9,6552.3,10.57
2020/8/19 18:45,233,2,108,35.4,899,6551.2,11.46
2020/8/19 19:00,123,1,74,35,899.2,6552.8,5.15
2020/8/19 19:15,74,1,49,34.6,899.1,0.2,3.34
2020/8/19 19:30,63,1,46,34.2,898.9,0.8,2.25
2020/8/19 19:45,33,1,28,33.7,899.1,1.4,1.66
2020/8/19 20:00,14,1,13,33.3,898.8,2,0.66
2020/8/19 20:15,3,1,4,32.8,899,2.4,0.06
2020/8/19 20:30,0,1,0,32.3,899,3.6,0
2020/8/19 20:45,0,1,0,31.9,899,4.1,0
2020/8/19 21:00,0,0,0,31.5,899.2,4.9,0
2020/8/19 21:15,0,1,0,31.1,899.2,6.1,0
2020/8/19 21:30,0,0,0,30.7,899.5,7,0
2020/8/19 21:45,0,0,0,30.4,899.8,8.2,0
2020/8/19 22:00,0,1,0,30.1,900,8.5,0
2020/8/19 22:15,0,0,0,29.5,900,9.6,0
2020/8/19 22:30,0,0,0,29.2,900.2,10.7,0
2020/8/19 22:45,0,1,0,28.9,900.2,11.6,0
2020/8/19 23:00,0,0,0,28.8,900,11.9,0
2020/8/19 23:15,0,0,0,28.5,900.1,12.4,0
2020/8/19 23:30,0,0,0,28.4,900,13,0
2020/8/19 23:45,0,0,0,28.5,900.1,13.2,0
2020/8/20 0:00,0,0,0,27.8,900.1,16.5,0
2020/8/20 0:15,0,0,0,27.8,900.2,15.3,0
2020/8/20 0:30,0,0,0,27.6,900,15.3,0
2020/8/20 0:45,0,1,0,27.2,900.2,16,0
2020/8/20 1:00,0,0,0,27.1,900.1,16.4,0
2020/8/20 1:15,0,0,0,26.8,900,17.5,0
2020/8/20 1:30,0,0,0,26.7,900,17.8,0
2020/8/20 1:45,0,0,0,26.4,900.2,18.4,0
2020/8/20 2:00,0,0,0,26.2,900.2,19.2,0
2020/8/20 2:15,0,0,0,25.9,900,20.1,0
2020/8/20 2:30,0,1,0,25.6,900.1,20.5,0
2020/8/20 2:45,0,0,0,25.6,900,21,0
2020/8/20 3:00,0,0,0,25.3,900.1,22.1,0
2020/8/20 3:15,0,0,0,25.2,900.3,22.3,0
2020/8/20 3:30,0,0,0,25,900.2,22.3,0
2020/8/20 3:45,0,0,0,24.9,900.2,23.1,0
2020/8/20 4:00,0,0,0,24.7,900.6,23.6,0
2020/8/20 4:15,0,0,0,24.5,900.6,24,0
2020/8/20 4:30,0,0,0,24.4,900.6,25,0
2020/8/20 4:45,0,0,0,24.2,900.8,25.4,0
2020/8/20 5:00,0,0,0,24.1,900.4,26.2,0
2020/8/20 5:15,0,0,0,23.9,900.8,26.7,0
2020/8/20 5:30,0,0,0,23.9,900.3,26.8,0
2020/8/20 5:45,0,0,0,23.9,900.5,27.1,0
2020/8/20 6:00,0,0,0,24,900.9,27.6,0
2020/8/20 6:15,0,0,0,23.9,900.8,27.9,0
2020/8/20 6:30,0,0,0,23.8,900.9,28.2,0
2020/8/20 6:45,1,1,1,23.8,901,28.5,0
2020/8/20 7:00,7,0,7,23.8,901.4,28.9,0
2020/8/20 7:15,14,0,12,23.8,902.1,28.5,0
2020/8/20 7:30,24,0,21,23.8,902.6,28.9,0.38
2020/8/20 7:45,28,0,26,23.8,903,29,0.71
2020/8/20 8:00,34,0,34,23.9,903.2,28.2,0.95
2020/8/20 8:15,37,0,31,24,903,28.4,1.17
2020/8/20 8:30,86,0,72,24.3,902.8,27.2,1.65
2020/8/20 8:45,94,1,82,24.5,902.8,26.7,3.8
2020/8/20 9:00,83,0,73,24.7,903,25.7,4.34
